titular,saldo_cred_restante,freq_atu_saldo,qtde_compras,vr_max_compra_feita,vr_compra_feita_parcelas,dinh_adiantado_usu,freq_compras,freq_compras_1vez,freq_compras_parcelas,freq_pag_dinh_adiantado,trans_dinh_adiantado,trans_compra_feita,limite_cartao,vr_pag_feito_usu,vr_min_pagtos_feito_usu,%pag_integral_feito_usu,prazo_serv_cartao_usu,minmax__saldo_cred_restante,minmax__qtde_compras,minmax__vr_max_compra_feita,minmax__vr_compra_feita_parcelas,minmax__dinh_adiantado_usu,minmax__limite_cartao,minmax__vr_pag_feito_usu,minmax__vr_min_pagtos_feito_usu,power__freq_atu_saldo,power__freq_compras,power__freq_compras_1vez,power__freq_compras_parcelas,power__freq_pag_dinh_adiantado,power__trans_dinh_adiantado,power__trans_compra_feita,power__%pag_integral_feito_usu,power__prazo_serv_cartao_usu,cluster
C11516,33.225168,0.909091,655.15,595.42,59.73,109.490343,1.0,1.0,0.166667,0.083333,1.0,16.0,500.0,736.122329,99.005409,0.222222,12.0,0.1224794098751755,0.0062471999652525,0.0,0.013616,0.0,0.2320534223706177,0.0132158593548839,0.0082103831180387,0.6126413400944242,-0.553879852258038,-0.9091757415789932,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,-0.3822755393187493,-0.6933738358547403,0.4171560073730112,1
C11517,1060.736973,0.636364,0.0,0.0,0.0,2495.298926,0.0,0.0,0.0,0.166667,7.0,0.0,3000.0,3812.753505,414.430882,0.166667,12.0,0.1906603511579973,0.0,0.0,0.0,0.2231672627044667,0.2988313856427379,0.1019636735546641,0.0121674295628546,0.6126413400944242,-1.28586614980189,-0.9091757415789932,-1.01202208632022,1.75517323517649,1.575825218777139,-1.392627811474239,0.4156573445827183,0.4171560073730112,0
C11518,129.613905,0.636364,1083.04,1083.04,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,10.0,5500.0,1958.462851,87.443335,1.0,12.0,0.2455780017703132,0.0092504889418891,0.0,0.0201617777777777,0.042090109871191,0.2654424040066778,0.0251225450732278,0.0332368933015534,0.6126413400944242,-0.330073471834004,-0.9091757415789932,0.2269740588106298,0.7219404319504388,1.141886489309368,-0.2201514764030022,-0.6933738358547403,0.4171560073730112,0
C11519,262.106758,1.0,2625.84,2625.84,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,4500.0,2489.949174,167.452035,1.0,12.0,0.0020730690414091,0.0066407596967102,0.0079894507651261,0.0,0.0,0.0317195325542571,0.0056778706979915,0.0014120505854303,-1.9260199496591568,-0.330073471834004,1.0471340166697145,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.1208697257930441,-0.6933738358547403,0.4171560073730112,1
C11520,27.694103,0.444444,474.96,0.0,474.96,0.0,0.333333,0.0,0.222222,0.0,0.0,7.0,7500.0,611.396021,81.113509,1.0,9.0,0.0004222171662862,0.0036062714253,0.0043386795056579,0.0,0.0,0.1986644407345576,0.0052474921115768,0.0022237583584999,-2.009823206909272,-0.7870098359187703,0.4214436267658298,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.2201514764030022,1.8518223689858484,0.4171560073730112,1
C11522,294.381106,1.0,828.0,0.0,828.0,0.0,0.6,0.0,0.5,0.0,0.0,6.0,1000.0,542.108571,203.364386,0.125,10.0,0.0043587482041615,0.0148225198548845,0.0118374681836302,0.0108613333333333,0.0,0.0984974958263773,0.013135335014576,0.0023451651869188,0.6126413400944242,0.8602522053723098,1.4737407351201424,0.9266292180417528,-0.8885949200610787,-0.9118692662572888,0.9155739227455888,0.9323264283965116,0.4171560073730112,3
C11523,1895.786893,1.0,2131.31,510.65,1620.66,0.0,1.0,0.666667,0.916667,0.0,0.0,29.0,5500.0,1095.198415,563.713408,0.0,12.0,0.0103460918156549,0.0779937507608651,0.0422585175871691,0.0934342222222222,0.0,0.0984974958263773,0.0681781441832117,0.0017470569056043,0.6126413400944242,1.2119213838652076,1.5517221173940845,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,1.791542821977705,1.8299527665023383,0.4171560073730112,3
C11524,2550.528085,1.0,0.0,0.0,0.0,3155.857852,0.0,0.0,0.0,0.8,17.0,0.0,3000.0,674.847656,616.794193,0.0,10.0,0.0117532354918705,0.034715230985916,0.0177865006593271,0.0434408888888888,0.0,0.2420701168614357,0.0377191792087549,0.0027230876644161,0.6126413400944242,1.038426638756628,-0.1116782817929076,1.1715004679381809,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,1.274110304601538,0.4171560073730112,3
C11526,2475.660894,0.909091,440.0,440.0,0.0,0.0,0.272727,0.272727,0.0,0.0,0.0,3.0,10500.0,511.059528,492.803429,0.0,11.0,0.1192256180275359,0.1683795351386645,0.1562142966665644,0.0839897777777777,0.0877081268626992,0.4323873121869783,0.2381666092768491,0.0077978777741949,0.6126413400944242,1.2119213838652076,1.7249586613950545,1.3712361530206605,1.7947840787494416,1.575825218777139,2.1842519471384905,1.274110304601538,0.4171560073730112,2
C11527,1499.19943,1.0,3245.23,2870.33,374.9,0.0,1.0,1.0,0.833333,0.0,0.0,51.0,8000.0,2961.631164,373.675969,0.0,12.0,0.0179266252736859,0.0087056228266275,0.0104736729123861,0.0,0.0007667839197623,0.0984974958263773,0.0117432166999992,0.0023151521205781,0.6126413400944242,-0.1146655291206788,1.2338148096278805,-1.01202208632022,0.1152047227004725,0.1743981061565315,0.5261020931281168,-0.6933738358547403,0.4171560073730112,2
C11528,3181.996689,0.909091,2046.06,1605.62,440.44,565.897178,1.0,0.583333,0.916667,0.083333,2.0,27.0,10400.0,9801.637331,1254.849545,0.0,12.0,0.0551656458671484,0.1810902909629917,0.0556766536845656,0.2938284444444444,0.0,0.2821368948247079,0.1520700827438499,0.0034909458217406,-1.2695886078926155,1.2119213838652076,1.0471340166697145,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,1.63337419100219,-0.6933738358547403,0.4171560073730112,3
C11529,39.761286,0.454545,2858.26,1027.72,1830.54,0.0,1.0,0.75,1.0,0.0,0.0,40.0,7500.0,3327.955123,71.20589,0.3,12.0,0.0542659841886903,0.0053515966799872,0.0,0.011664,0.0188580324930105,0.0651085141903172,0.011231589326091,0.0070830503737648,0.6126413400944242,0.4884402572048707,-0.9091757415789932,0.9266292180417528,0.7219404319504388,1.025583971163073,0.2062324883861981,-0.6933738358547403,0.4171560073730112,2
C11530,22.794308,0.636364,12.0,12.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,119.909635,85.190203,0.0,12.0,0.0,0.053018409419169,0.0637860713300009,0.0,0.0,0.1986644407345576,0.0480509004408626,0.0006447702870586,-2.0120224974381133,-1.030565355846916,-0.1116782817929076,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.886773506165498,-0.6933738358547403,0.4171560073730112,1
C11531,2118.52034,1.0,0.0,0.0,0.0,4675.289021,0.0,0.0,0.0,0.5,8.0,0.0,4000.0,1420.257435,503.523911,0.0,12.0,0.3048510502462048,0.035170577556043,0.0402090220491275,0.0038124444444444,0.0398423855989228,0.2487479131886477,0.0266524827763708,0.0185776994576376,0.6126413400944242,0.8602522053723098,1.611774380436139,0.9266292180417528,0.1152047227004725,0.1743981061565315,1.0765766876887408,-0.6933738358547403,0.4171560073730112,2
C11532,2629.928623,1.0,2830.88,2019.76,811.12,95.275458,0.916667,0.916667,0.416667,0.083333,1.0,62.0,4500.0,4889.053647,1141.960634,0.0,12.0,0.0087882929314777,0.0058728084279694,0.0070655340550154,0.0,0.0040245434746096,0.1986644407345576,0.0057601755479016,0.0022017296323431,0.6126413400944242,-1.030565355846916,-0.1116782817929076,-1.01202208632022,0.1152047227004725,0.1743981061565315,-0.3822755393187493,-0.6933738358547403,0.4171560073730112,0
C11533,1057.585071,1.0,1008.3,1008.3,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,15.0,1200.0,1083.253347,416.746641,0.0,12.0,0.3120642648939483,0.0199114714912875,0.0220172345058112,0.0035111111111111,0.0416563088626776,0.2988313856427379,0.0327243670596306,0.0184748718965598,0.6126413400944242,0.2939630332455013,1.4737407351201424,-0.2937684586033575,0.7219404319504388,0.6145987562142899,0.6226659161458367,-0.6933738358547403,0.4171560073730112,2
C11534,180.315352,1.0,1642.26,446.32,1195.94,47.031268,1.0,0.25,0.833333,0.083333,1.0,24.0,7000.0,1609.27261,177.262274,0.916667,12.0,0.2919546983015808,0.0189642772153181,0.0,0.0413333333333333,0.0772174979829566,0.2487479131886477,0.0496793798771727,0.0311000464503906,0.6126413400944242,-0.1146655291206788,-0.9091757415789932,0.2269740588106298,1.511556359831731,1.5550627262099932,0.5261020931281168,-0.6933738358547403,0.4171560073730112,2
C11536,2402.800575,1.0,0.0,0.0,0.0,481.288304,0.0,0.0,0.0,0.083333,1.0,0.0,7000.0,3590.813278,544.904786,0.0,12.0,0.1391849760294975,0.0102570230530161,0.0031402373577846,0.0166666666666666,0.0,0.0984974958263773,0.0242313198145658,0.0173697796283069,0.6126413400944242,0.0931219957972449,-0.1116782817929076,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,0.0240462917643705,-0.6933738358547403,0.4171560073730112,1
C11537,3241.29164,1.0,1119.56,0.0,1119.56,4755.162871,1.0,0.0,0.916667,0.833333,14.0,13.0,12500.0,1441.367488,782.318388,0.0,12.0,6.646068325409486e-06,0.0,0.0,0.0,0.0010017987750406,0.0383973288814691,0.0023607589714674,9.303858958105886e-05,-2.0092697059838875,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.2612586201203447,0.1743981061565315,-1.392627811474239,1.6944951622466933,-2.456565974065649,0
C11538,5868.206909,1.0,911.56,683.0,228.56,5761.320083,0.833333,0.666667,0.75,0.833333,45.0,45.0,9000.0,1068.212206,1894.826566,0.0,12.0,7.053495912808189e-05,0.0003890735583529,0.0,0.000848,0.0,0.2320534223706177,0.0033542320690932,0.002109981239304,-2.009823206909272,-0.7870098359187703,-0.9091757415789932,-0.6220429093136652,-0.8885949200610787,-0.9118692662572888,-0.5914967004692989,-0.6933738358547403,0.4171560073730112,1
C11539,937.434519,1.0,1124.88,1085.63,39.25,0.0,0.416667,0.333333,0.083333,0.0,0.0,9.0,2500.0,993.196174,252.572491,0.0,12.0,0.0645585621365137,0.2327606053641987,0.1657059094115121,0.2071155555555555,0.0,0.2988313856427379,0.1909757657723023,0.0034451613627168,0.6126413400944242,1.2119213838652076,1.6955310565659147,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,2.3522982906501766,1.842652192020364,0.4171560073730112,3
C11540,4804.072481,1.0,0.0,0.0,0.0,1116.128466,0.0,0.0,0.0,0.583333,11.0,0.0,5000.0,1589.654582,1456.920041,0.0,12.0,0.0611133683312337,0.0105425067960424,0.0126836149529271,0.0,0.0,0.0383973288814691,0.0106694552175403,0.0092911791867309,0.6126413400944242,-0.4919592616937849,0.8677786685060254,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,-0.6933738358547403,-1.980895912096468,1
C11541,1177.125233,1.0,8190.9,6949.66,1241.24,0.0,1.0,0.916667,0.5,0.0,0.0,56.0,5000.0,7007.797351,354.703333,0.416667,12.0,0.1050665966482365,0.0211563845278414,0.0,0.0461111111111111,0.0,0.2487479131886477,0.0367618970832837,0.0058972546031831,0.6126413400944242,-0.1146655291206788,-0.9091757415789932,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,-0.0877904542509869,1.3409319803889308,0.4171560073730112,1
C11542,4393.185874,1.0,0.0,0.0,0.0,10725.50074,0.0,0.0,0.0,0.5,21.0,0.0,8000.0,5943.975673,1631.426308,0.090909,12.0,0.462607815841046,0.5175078003334859,0.5065121898862277,0.210324,0.0,0.4824707846410685,0.5091590151986107,0.0382378598622023,0.6126413400944242,1.2119213838652076,1.7249586613950545,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,2.1687217632936244,-0.6933738358547403,0.4171560073730112,3
C11543,1695.84301,1.0,317.4,64.9,252.5,215.132661,0.25,0.083333,0.25,0.333333,4.0,5.0,1800.0,708.699641,1118.084153,0.0,12.0,0.0043481884952477,0.0154299884766526,0.0146548498880677,0.0070813333333333,0.0,0.1318864774624374,0.0137823433404642,0.0023282989352746,0.6126413400944242,1.2119213838652076,1.7249586613950545,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,0.57600083255672,1.8518223689858484,0.4171560073730112,3
C11544,1830.571451,1.0,737.67,737.67,0.0,1781.484344,0.25,0.25,0.0,0.416667,13.0,5.0,2000.0,2338.783266,838.165733,0.0,12.0,0.0180471522547174,0.0092184739792783,0.0110906804869821,0.0,0.0110852096993019,0.0550918196994991,0.0010136191960795,0.000874705131052,-1.973646432667966,-0.7870098359187703,0.4214436267658298,-1.01202208632022,0.7219404319504388,1.025583971163073,-0.3822755393187493,-0.6933738358547403,0.4171560073730112,0
C11545,167.505508,0.818182,1219.0,843.0,376.0,0.0,0.75,0.75,0.416667,0.0,0.0,21.0,4500.0,1989.674433,161.279514,0.666667,12.0,0.0090119668803166,0.1018803794568345,0.1159476218221963,0.012,0.0,0.1485809682804674,0.0933865719823328,0.0011348806538398,0.6126413400944242,0.8602522053723098,1.611774380436139,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,1.2080222618614491,1.786603158978998,0.4171560073730112,3
C11546,1075.401912,1.0,150.0,150.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,224.135558,443.646049,0.0,12.0,0.0219418404525855,0.00635935429287,0.0,0.0138604444444444,0.0,0.0984974958263773,0.0158293647498588,0.002927732488824,0.6126413400944242,0.0931219957972449,-0.9091757415789932,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,0.1208697257930441,-0.6933738358547403,0.4171560073730112,1
C11547,392.992722,1.0,508.32,0.0,508.32,0.0,1.0,0.0,1.0,0.0,0.0,36.0,1500.0,168.998137,199.547052,0.0,12.0,0.005141902144517,0.0168090788724289,0.0,0.036636,0.0,0.2487479131886477,0.013846538410537,0.0021399357501782,0.6126413400944242,1.038426638756628,-0.9091757415789932,1.2762198144969563,-0.8885949200610787,-0.9118692662572888,1.026811740893261,1.8518223689858484,0.4171560073730112,3
C11548,136.743106,1.0,1466.05,1344.79,121.26,0.0,1.0,1.0,0.5,0.0,0.0,21.0,6000.0,1519.011448,191.955443,1.0,12.0,0.0003196411127725,0.006795328751863,0.0,0.0148106666666666,0.0,0.0484140233722871,0.0044165171804039,0.0003716389026936,-2.009823206909272,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,-0.6933738358547403,0.4171560073730112,3
C11549,2619.752921,1.0,3563.07,2675.63,887.44,0.0,0.916667,0.666667,0.666667,0.0,0.0,69.0,4500.0,1227.952887,688.645056,0.0,12.0,0.0036999064402123,0.0233809146368942,0.0159656536538992,0.022036,0.0,0.1485809682804674,0.0178375762548264,0.0010793994278925,-1.2695886078926155,0.4884402572048707,0.4214436267658298,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,0.57600083255672,1.6944951622466933,0.4171560073730112,3
C11550,432.385707,1.0,2171.86,1048.28,1123.58,138.67751,0.833333,0.416667,0.416667,0.083333,1.0,20.0,1200.0,1980.281176,195.203093,0.0,12.0,0.0609251802345757,0.0326267134887194,0.0343463461007697,0.0088888888888888,0.0,0.0651085141903172,0.0172847591147475,0.0062117195767235,-0.6817254024787034,-0.418539173921531,0.0121797310889804,-0.5519337832774441,-0.8885949200610787,-0.9118692662572888,-0.0877904542509869,-0.6933738358547403,-2.456565974065649,1
C11551,4.392146,0.181818,47.96,0.0,47.96,0.0,0.166667,0.0,0.166667,0.0,0.0,4.0,3000.0,250.20211,87.580114,0.0,12.0,0.2132508772230453,0.016784404920353,0.0099849734735809,0.0184933333333333,0.0,0.3823038397328882,0.0659933865059294,0.0159739680023991,0.6126413400944242,0.0931219957972449,0.4214436267658298,0.2269740588106298,-0.8885949200610787,-0.9118692662572888,0.5261020931281168,-0.6933738358547403,0.4171560073730112,1
C11552,109.681353,1.0,2118.66,0.0,2118.66,0.0,0.916667,0.0,0.916667,0.0,0.0,17.0,3000.0,2272.075479,153.071572,1.0,12.0,0.1425497774669345,0.0135829086592725,0.0018399828268269,0.0262711111111111,0.0062991115917459,0.2821368948247079,0.0405237993507861,0.0086532777281177,0.6126413400944242,1.038426638756628,-0.1116782817929076,1.2762198144969563,0.1152047227004725,0.1743981061565315,0.7468667185121071,-0.6933738358547403,0.4171560073730112,2
C11553,632.679411,1.0,1363.79,800.0,563.79,0.0,0.75,0.083333,0.666667,0.0,0.0,16.0,6000.0,2432.980638,219.177144,0.0,12.0,0.0636876502357393,0.0081044756305979,0.0,0.017664,0.0,0.0651085141903172,0.034273487520953,0.0037087700367405,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,-0.6933738358547403,0.4171560073730112,3
C11554,3145.204423,1.0,3613.83,2752.76,861.07,0.0,1.0,0.416667,0.5,0.0,0.0,19.0,5700.0,1241.075833,1015.020218,0.0,12.0,0.0025637647831093,0.0109607404795759,0.0,0.0238893333333333,0.0,0.0317195325542571,0.0094403085970394,0.0023259282110716,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.1715004679381809,-0.8885949200610787,-0.9118692662572888,0.4724890267155591,1.8518223689858484,0.4171560073730112,3
C11555,5925.82931,1.0,0.0,0.0,0.0,468.344852,0.0,0.0,0.0,0.166667,2.0,0.0,6500.0,1402.586222,2083.396706,0.0,12.0,0.0364542229114568,0.0,0.0,0.0,0.023062077844886,0.0383973288814691,0.0339477037103091,0.0031391409538626,-1.2695886078926155,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.7219404319504388,0.8628835826532357,-1.392627811474239,0.7968108297783405,0.4171560073730112,0
C11556,5227.616927,1.0,0.0,0.0,0.0,3819.594336,0.0,0.0,0.0,1.0,27.0,0.0,5200.0,4995.602345,5363.753233,0.0,12.0,0.1826690732223501,0.0,0.0,0.0,0.0797241329023403,0.1318864774624374,0.0120558134425879,0.0152778523193148,-0.6817254024787034,-1.28586614980189,-0.9091757415789932,-1.01202208632022,0.8948419326437993,1.476085928038835,-1.392627811474239,-0.6933738358547403,-2.456565974065649,0
C11557,3019.914063,1.0,0.0,0.0,0.0,397.601082,0.0,0.0,0.0,0.181818,2.0,0.0,3300.0,626.302973,954.804381,0.0,11.0,0.062577022335125,0.0199822306761662,0.0208511760556901,0.0057777777777777,0.0,0.1435726210350584,0.0054864167057938,0.0061519241976024,0.6126413400944242,0.677054655280598,1.2338148096278805,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,0.7468667185121071,-0.6933738358547403,0.4171560073730112,3
C11558,26.485924,1.0,256.44,0.0,256.44,0.0,0.666667,0.0,0.666667,0.0,0.0,12.0,1500.0,235.328971,162.324595,0.166667,12.0,0.0815397156360343,0.0007084075166238,0.0008522800453862,0.0,0.0039326620960068,0.0984974958263773,0.0616229281180872,0.0053101669998805,0.6126413400944242,-0.9809599635397998,0.0121797310889804,-1.01202208632022,0.8948419326437993,0.8628835826532357,-0.886773506165498,-0.6933738358547403,-2.456565974065649,0
C11559,950.717606,0.909091,0.0,0.0,0.0,1304.763283,0.0,0.0,0.0,0.166667,3.0,0.0,1500.0,1441.710359,263.781591,0.0,12.0,0.0370334254922314,0.0387931623380873,0.0409653776564752,0.0103377777777777,0.0,0.028380634390651,0.0382857933365552,0.0080910862496043,0.6126413400944242,1.2119213838652076,1.7249586613950545,1.1715004679381809,-0.8885949200610787,-0.9118692662572888,1.0765766876887408,-0.6933738358547403,0.4171560073730112,3
C11560,75.012641,0.545455,480.02,480.02,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1950.0,485.738057,86.502541,0.0,12.0,0.1781062596017786,0.7932922331904624,0.8293131344107454,0.2266164444444444,0.0,0.5993322203672788,0.7066751410285699,0.009371079861418,0.6126413400944242,1.2119213838652076,1.7249586613950545,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,2.425318062246996,1.8518223689858484,0.4171560073730112,3
C11561,3156.418686,1.0,3471.99,2447.99,1024.0,1037.733925,1.0,0.833333,1.0,0.166667,2.0,57.0,4000.0,2482.014766,813.370825,0.0,12.0,0.0532332708080657,0.0654495950922897,0.0686433806617804,0.0182946666666666,0.0202303180946568,0.1986644407345576,0.0823374941173318,0.0042841252395757,0.6126413400944242,1.2119213838652076,1.4737407351201424,1.3712361530206605,1.6228478678297915,1.4420083722657386,1.1453025845464295,0.3480095873652805,0.4171560073730112,2
C11562,1229.938869,1.0,699.96,412.47,287.49,0.0,0.333333,0.166667,0.166667,0.0,0.0,9.0,2250.0,1333.446631,240.345071,0.0,12.0,0.0011935094589785,0.005352820181743,0.0,0.0116666666666666,0.0,0.1151919866444073,0.0059467514839949,0.0021524464645661,-1.2695886078926155,0.677054655280598,-0.9091757415789932,0.9266292180417528,-0.8885949200610787,-0.9118692662572888,0.57600083255672,1.8518223689858484,0.4171560073730112,3
C11563,1589.41431,1.0,118.79,118.79,0.0,2176.940929,0.416667,0.416667,0.0,0.166667,5.0,5.0,4000.0,349.53025,487.369259,0.0,12.0,0.0419845961568217,0.0069323609485156,0.0,0.0151093333333333,0.0176148896380968,0.0317195325542571,0.0071167587866081,0.0054442902197448,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.3712361530206605,1.102197295138235,1.025583971163073,0.4724890267155591,-0.6933738358547403,0.4171560073730112,2
C11564,1106.557102,1.0,1342.86,1149.91,192.95,3249.314496,0.333333,0.25,0.083333,0.25,4.0,13.0,6500.0,4421.574277,265.127884,0.0,12.0,0.2806442620349237,0.00550616573514,0.0066244288386641,0.0,0.0029637260199286,0.1986644407345576,0.0289400840959629,0.0317406048011269,0.6126413400944242,-1.030565355846916,-0.1116782817929076,-1.01202208632022,0.7219404319504388,0.6145987562142899,-0.5914967004692989,-0.6933738358547403,0.4171560073730112,0
C11565,588.795215,0.636364,4116.0,0.0,4116.0,0.0,0.5,0.0,0.5,0.0,0.0,12.0,21500.0,8130.112361,224.763498,1.0,12.0,0.0183992209002758,0.0665478918351037,0.0800632954092428,0.0,0.0,0.2487479131886477,0.0896605400730204,0.0018611310295388,-1.82834447171276,0.2939630332455013,1.4737407351201424,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.97334242627501,1.8518223689858484,0.4171560073730112,3
C11566,4627.588589,1.0,1774.46,1774.46,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,12.0,5200.0,864.174924,2154.424137,0.0,12.0,0.145094228574473,0.0391897808239346,0.0420877671808396,0.0091688888888888,0.0,0.1001669449081803,0.0318307580158342,0.0291690564720575,0.6126413400944242,1.038426638756628,1.371073277691191,0.9266292180417528,-0.8885949200610787,-0.9118692662572888,0.8191616396262738,-0.6933738358547403,0.4171560073730112,3
C11567,2766.561266,1.0,1469.05,1469.05,0.0,1585.242991,0.333333,0.333333,0.0,0.166667,2.0,29.0,3000.0,591.132016,1196.391741,0.0,12.0,0.0002302135746262,0.0019677986572883,0.0,0.0042888888888888,0.0,0.1485809682804674,0.0042801260440479,0.0008737809388954,-1.9260199496591568,0.0931219957972449,-0.9091757415789932,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,0.0240462917643705,1.8518223689858484,0.4171560073730112,1
C11568,5363.715074,1.0,118.41,118.41,0.0,4344.905863,0.083333,0.083333,0.0,0.333333,6.0,1.0,7000.0,1965.92346,1870.760877,0.0,12.0,0.2601924141542349,0.0057363879821947,0.0,0.0125026666666666,0.0648452174380371,0.1819699499165275,0.0284336733529724,0.0214946511966597,0.6126413400944242,-0.1146655291206788,-0.9091757415789932,0.4365063432174103,0.7219404319504388,1.025583971163073,-0.0877904542509869,-0.6933738358547403,0.4171560073730112,2
C11569,2963.244696,0.777778,0.0,0.0,0.0,5713.47546,0.0,0.0,0.0,0.444444,15.0,0.0,7000.0,6310.629888,839.474205,0.142857,9.0,0.0877033254123421,0.0697593800271902,0.0839270140145358,0.0,0.0,0.0884808013355592,0.0229587969163627,0.0167994387182697,-1.635819008238273,-0.553879852258038,0.7882918871029566,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,1.1231166489905764,0.680409714586949,0.4171560073730112,1
C11570,211.84382,0.636364,2176.55,1043.31,1133.24,0.0,0.583333,0.5,0.5,0.0,0.0,45.0,8000.0,1826.642642,166.132353,0.285714,12.0,0.0907558340530186,0.0128174043940434,0.0,0.027936,0.0,0.1986644407345576,0.0240117699880843,0.0057626575604417,0.6126413400944242,1.2119213838652076,-0.9091757415789932,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.9450382516511974,-0.6933738358547403,0.4171560073730112,3
C11571,903.031624,1.0,494.7,0.0,494.7,1111.69,0.833333,0.0,0.833333,0.166667,6.0,10.0,1000.0,2210.461973,879.12421,0.0,12.0,0.0543269420500398,0.1180202028688261,0.1249471004937287,0.0308737777777777,0.0,0.0884808013355592,0.111415841871636,0.0034499891522968,0.6126413400944242,0.8602522053723098,1.5517221173940845,1.055578134763634,-0.8885949200610787,-0.9118692662572888,1.622225531879388,1.749514968038467,0.4171560073730112,3
C11572,793.713659,1.0,1307.0,1307.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,1.0,3000.0,1533.10785,115.667981,0.0,6.0,0.0263955429624306,0.0968299681257401,0.0452819773682112,0.1290111111111111,0.0,0.3989983305509182,0.0890703179769672,0.0026859835232337,0.6126413400944242,1.2119213838652076,1.7249586613950545,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,1.809065786259514,1.749514968038467,0.4171560073730112,3
C11573,8281.348085,1.0,4231.12,3101.11,1130.01,0.0,1.0,1.0,0.583333,0.0,0.0,43.0,10500.0,2856.165405,2046.341231,0.0,12.0,0.063884984776375,0.104823309013517,0.1197872979852188,0.0114582222222222,0.0,0.1485809682804674,0.111810165306189,0.0047910995414347,0.6126413400944242,1.2119213838652076,1.611774380436139,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,1.5514242010929384,-0.6933738358547403,0.4171560073730112,3
C11574,100.904785,1.0,1281.44,1202.44,79.0,0.0,1.0,1.0,0.166667,0.0,0.0,31.0,12000.0,1271.161266,184.798996,0.916667,12.0,0.3996795255161973,0.0756081262539618,0.0909635990064092,0.0,0.0,0.3989983305509182,0.090896706585764,0.0581313261596968,0.6126413400944242,0.4884402572048707,1.5517221173940845,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,1.5514242010929384,-0.6933738358547403,0.4171560073730112,3
C11575,140.741786,1.0,1547.68,1459.59,88.09,0.0,1.0,1.0,0.416667,0.0,0.0,27.0,7500.0,1157.317558,151.597832,0.875,12.0,0.0013345789571359,0.0053613846940338,0.0064502437977245,0.0,0.0,0.4323873121869783,0.0055266106799261,0.0022249320592423,0.6126413400944242,1.038426638756628,1.6955310565659147,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.4145652130592933,1.7747261014989535,0.4171560073730112,3
C11576,3947.749703,0.5,525.65,525.65,0.0,7714.493122,0.333333,0.333333,0.0,0.166667,1.0,7.0,10000.0,918.584591,1266.340755,0.0,6.0,0.0070911274722143,0.0055057579012214,0.0,0.012,0.0,0.1085141903171953,0.0347044815670981,0.0192553895258565,0.6126413400944242,-0.4919592616937849,-0.9091757415789932,-0.239620288376334,-0.8885949200610787,-0.9118692662572888,-0.3822755393187493,1.8518223689858484,-1.980895912096468,1
