titular,saldo_cred_restante,freq_atu_saldo,qtde_compras,vr_max_compra_feita,vr_compra_feita_parcelas,dinh_adiantado_usu,freq_compras,freq_compras_1vez,freq_compras_parcelas,freq_pag_dinh_adiantado,trans_dinh_adiantado,trans_compra_feita,limite_cartao,vr_pag_feito_usu,vr_min_pagtos_feito_usu,%pag_integral_feito_usu,prazo_serv_cartao_usu,minmax__saldo_cred_restante,minmax__qtde_compras,minmax__vr_max_compra_feita,minmax__vr_compra_feita_parcelas,minmax__dinh_adiantado_usu,minmax__limite_cartao,minmax__vr_pag_feito_usu,minmax__vr_min_pagtos_feito_usu,power__freq_atu_saldo,power__freq_compras,power__freq_compras_1vez,power__freq_compras_parcelas,power__freq_pag_dinh_adiantado,power__trans_dinh_adiantado,power__trans_compra_feita,power__%pag_integral_feito_usu,power__prazo_serv_cartao_usu
C12635,4759.70237,1.0,614.01,473.01,141.0,6791.261503,1.0,1.0,0.083333,0.5,8.0,14.0,7500.0,7324.826511,1023.038321,0.0,12.0,0.08221213798698528,0.0,0.0,0.0,0.056780536545677086,0.0984974958263773,0.06740010279110437,0.0062515307761225256,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.3481079153593327,1.2299011223287,-1.392627811474239,0.41565734458271836,0.4171560073730112
C12636,1581.742203,1.0,0.0,0.0,0.0,335.348071,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,463.88804,448.969242,0.0,12.0,0.2867061693006975,0.005342624333777805,0.0,0.011644444444444445,0.08936722344648074,0.2320534223706177,0.03418237069618148,0.01978196422962285,0.6126413400944242,0.677054655280598,-0.9091757415789933,1.055578134763634,1.7947840787494416,1.6411841115679893,0.2825590882429944,-0.6933738358547403,0.4171560073730112
C12637,1026.201421,1.0,0.0,0.0,0.0,244.88819,0.0,0.0,0.0,0.166667,2.0,0.0,1200.0,440.519737,320.383825,0.0,12.0,0.008732565930560557,0.009161173313713803,0.011021742463737005,0.0,0.16748081868302683,0.2988313856427379,0.013069465169293679,0.0023984485149783144,-0.5948778612638775,1.2119213838652076,1.7249586613950545,-1.01202208632022,0.11520472270047259,0.17439810615653153,0.47248902671555915,1.0083676889588862,0.4171560073730112
C12638,1585.806548,1.0,0.0,0.0,0.0,274.3843,0.0,0.0,0.0,0.083333,1.0,0.0,2000.0,566.302426,351.844812,0.0,12.0,0.0010132026787080207,0.005787163305061607,0.0,0.012613333333333334,0.0,0.06510851419031721,0.005282242055857155,0.0022746535161255353,0.6126413400944242,0.4884402572048707,-0.9091757415789933,0.9266292180417527,-0.8885949200610787,-0.9118692662572888,0.47248902671555915,1.8121031967265575,0.4171560073730112
C12639,645.181409,0.636364,0.0,0.0,0.0,2014.386387,0.0,0.0,0.0,0.166667,2.0,0.0,1400.0,2185.891694,436.135143,0.0,12.0,0.13013013323366798,0.010837778553115372,0.0,0.023621333333333334,0.13566614032157595,0.2320534223706177,0.22635055471088683,0.010111551742251243,-1.635819008238273,-0.33007347183400404,-0.9091757415789933,-0.014008267578856462,0.11520472270047259,0.17439810615653153,0.12086972579304414,1.274110304601538,0.4171560073730112
C12640,237.861439,1.0,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3.0,6.0,3200.0,589.35887,186.59462,0.083333,12.0,0.28492867401580263,0.004280216975801379,0.0,0.00932888888888889,0.1744617003201379,0.2320534223706177,0.15227028603523618,0.01667612186131606,0.6126413400944242,0.09312199579724494,-0.9091757415789933,0.4365063432174103,1.6228478678297915,1.5758252187771393,0.024046291764370537,0.34800958736528054,0.4171560073730112
C12641,297.004363,1.0,2729.0,1409.0,1320.0,0.0,1.0,0.083333,1.0,0.0,0.0,14.0,16500.0,1275.398838,177.970856,0.25,12.0,0.27513224653026946,0.0,0.0,0.0,0.2078648049631691,0.33222036727879806,0.026527866543733042,0.026330159654086305,-1.8445650027108709,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.45504667161389795,0.17439810615653153,-1.392627811474239,-0.6933738358547403,-2.5500835061962266
C12642,2895.765754,0.909091,2753.35,1960.0,793.35,0.0,0.727273,0.090909,0.636364,0.0,0.0,8.0,9000.0,861.251403,906.390801,0.0,11.0,0.007471394935856624,0.003358104485826446,0.0008032138366708578,0.005864,0.0,0.08180300500834727,0.010640736490770996,0.0018507283904713318,-0.5948778612638775,0.8602522053723098,-0.11167828179290762,0.9266292180417527,-0.8885949200610787,-0.9118692662572888,0.35157806720679224,-0.6933738358547403,0.4171560073730112
C12643,14.58126,0.272727,87.3,0.0,87.3,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,8000.0,669.767901,162.269258,0.75,12.0,0.22013933815540124,0.009176263168702336,0.011039896960961698,0.0,0.05262826540591293,0.14858096828046746,0.025065287228176338,0.047674106251451055,0.6126413400944242,-1.030565355846916,-0.11167828179290762,-1.01202208632022,0.7219404319504388,1.025583971163073,-0.886773506165498,-0.6933738358547403,0.4171560073730112
C12644,310.795046,0.909091,0.0,0.0,0.0,2810.45573,0.0,0.0,0.0,0.166667,2.0,0.0,7500.0,2811.544882,111.338928,0.1,12.0,0.14241324178024573,0.012235017558269782,0.014719862614615596,0.0,0.1135619046000187,0.16527545909849753,0.030291638080158,0.011009936813880215,0.6126413400944242,0.8602522053723098,1.6586008614736774,-1.01202208632022,1.7002698530971212,1.3555653760830293,0.35157806720679224,0.49233169333458976,0.4171560073730112
C12645,3470.333673,1.0,1184.98,757.95,427.03,6370.145895,0.5,0.333333,0.333333,0.666667,18.0,14.0,7000.0,4291.341088,946.341931,0.0,12.0,0.02272698534626427,0.011014166722913762,0.007735287803980496,0.009992444444444446,0.0,0.21535893155258767,0.0145396810197553,0.0021454862560878105,0.6126413400944242,0.4884402572048707,0.4214436267658298,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,0.5261020931281168,-0.6933738358547403,0.4171560073730112
C12646,989.022229,1.0,0.0,0.0,0.0,559.200528,0.0,0.0,0.0,0.416667,5.0,0.0,1200.0,1071.879544,263.735953,0.0,12.0,0.006711534529736679,0.05713916333279431,0.05430230917844766,0.026162222222222222,0.0,0.21535893155258767,0.04701360468619798,0.0021009918889023215,0.6126413400944242,1.2119213838652076,1.7249586613950545,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,1.227767657632665,1.5354611677540648,0.4171560073730112
C12647,2048.834742,1.0,3342.9,1907.9,1435.0,436.15809,1.0,0.3,0.9,0.1,5.0,45.0,2500.0,1685.441335,2766.440973,0.0,10.0,0.019654114148293003,0.07318681627918026,0.07699665736453126,0.020025333333333332,0.0,0.1986644407345576,0.06886905430428023,0.002265388468159887,0.6126413400944242,1.2119213838652076,1.6586008614736774,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,1.1231166489905764,1.7747261014989535,0.4171560073730112
C12648,3037.476732,0.727273,1225.79,0.0,1225.79,6560.352738,1.0,0.0,1.0,0.25,10.0,58.0,5100.0,7799.250959,1347.127384,0.0,12.0,0.0010900869588589498,0.011174853286845705,0.0,0.024356,0.0,0.061769616026711195,0.02069315617468648,0.0007262808444352405,-1.2695886078926157,0.4884402572048707,-0.9091757415789933,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,0.2062324883861981,-0.6933738358547403,0.4171560073730112
C12650,1072.257388,1.0,0.0,0.0,0.0,39.265903,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,286.46296,263.950897,0.0,12.0,0.10827184439706142,0.0,0.0,0.0,0.09166370210862892,0.13188647746243742,0.10748019441730434,0.0072809395019249575,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.6228478678297915,1.5057574752416951,-1.392627811474239,1.0905084820167046,0.4171560073730112
C12651,5097.916969,1.0,139.67,139.67,0.0,3365.390269,0.5,0.5,0.0,0.25,22.0,6.0,6000.0,3313.162847,2759.80377,0.0,12.0,0.09163178787478192,0.0,0.0,0.0,0.0042067691235032015,0.05843071786310518,0.010358782986792011,0.007066749429734284,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,1.1418864893093679,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12652,975.820862,1.0,66.72,0.0,66.72,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,1000.0,254.277454,199.50774,0.0,12.0,0.11768502754621558,0.02569353687236654,0.0,0.056,0.0634874571970228,0.1986644407345576,0.090338917011334,0.008566135493396028,-0.5948778612638775,-0.33007347183400404,-0.9091757415789933,-0.014008267578856462,0.7219404319504388,0.6145987562142899,-0.22015147640300226,0.5798345493453458,0.4171560073730112
C12653,5827.830678,1.0,577.98,358.02,219.96,2191.528662,1.0,0.083333,1.0,0.333333,7.0,13.0,6000.0,1771.36501,1842.75662,0.0,12.0,0.1500591939189251,0.0,0.0,0.0,0.11505870484266421,0.1986644407345576,0.21282163571246251,0.02687109349581764,-1.8283444717127597,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.7219404319504388,0.8628835826532357,-1.392627811474239,0.9323264283965117,0.4171560073730112
C12654,7543.580736,1.0,0.0,0.0,0.0,2925.55754,0.0,0.0,0.0,0.083333,9.0,0.0,8500.0,1738.415018,1785.269757,0.0,12.0,0.0803819909295456,0.0,0.0,0.0,0.0012658824264746879,0.05175292153589316,0.0068408817669992315,0.006889044530537386,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.11520472270047259,0.17439810615653153,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12655,87.802127,0.818182,803.95,803.95,0.0,0.0,0.5,0.5,0.0,0.0,0.0,8.0,1000.0,1134.379946,137.584907,0.666667,12.0,0.01772177070164636,0.0,0.0,0.0,0.034382058048993094,0.0984974958263773,0.019286542094824072,0.0028364398442098826,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.511556359831731,1.4023724053305286,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12656,3268.304631,1.0,340.57,250.48,90.09,2671.441618,0.583333,0.083333,0.5,0.333333,10.0,8.0,6000.0,1282.359,1027.045756,0.0,12.0,0.2701809164906901,0.04028828148370796,0.016665337790180625,0.05761866666666667,0.25105867250388253,0.4490818030050084,0.178606799155695,0.022883548421897104,0.6126413400944242,0.8602522053723098,1.0471340166697143,1.1715004679381809,1.3481079153593327,1.3555653760830293,1.16682362646632,-0.6933738358547403,0.4171560073730112
C12657,45.295495,1.0,451.01,0.0,451.01,0.0,1.0,0.0,1.0,0.0,0.0,78.0,7500.0,481.372024,172.53607,0.666667,12.0,0.2446754287020217,0.03577090908423545,0.018747217025974424,0.04400133333333334,0.026479149495625576,0.31552587646076796,0.020547429635837125,0.013878949294593983,0.6126413400944242,1.2119213838652076,1.371073277691191,1.3712361530206605,1.3481079153593327,1.4420083722657386,1.1453025845464297,-0.6933738358547403,0.4171560073730112
C12658,234.183227,1.0,617.3,169.8,447.5,282.667958,0.916667,0.166667,0.75,0.25,4.0,12.0,2500.0,1436.234437,169.80316,0.25,12.0,0.12689902488426782,0.046207786895358184,0.03168744825048299,0.043306222222222225,0.0,0.13188647746243742,0.08035717255735805,0.01883624280896544,0.6126413400944242,1.0384266387566279,1.611774380436139,0.9266292180417527,-0.8885949200610787,-0.9118692662572888,1.4000823726440217,-0.6933738358547403,0.4171560073730112
C12659,36.868847,1.0,360.0,0.0,360.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,3000.0,286.431721,91.31394,0.0,12.0,0.07704677862723067,0.002181911464558111,0.002625042166273115,0.0,0.11039287577072421,0.1986644407345576,0.0052889017650644896,0.007454945224313306,-1.8283444717127597,-1.030565355846916,-0.11167828179290762,-1.01202208632022,0.7219404319504388,1.2299011223287,-0.886773506165498,-0.6933738358547403,0.4171560073730112
C12660,334.1265,0.818182,0.0,0.0,0.0,1783.362859,0.0,0.0,0.0,0.416667,10.0,0.0,1400.0,1811.558237,176.978122,0.181818,12.0,0.08165953102218042,0.003425804916315539,0.0,0.007466666666666667,0.0,0.048414023372287146,0.0038030782919479564,0.17607638878857207,0.6126413400944242,-0.33007347183400404,-0.9091757415789933,-0.014008267578856462,-0.8885949200610787,-0.9118692662572888,0.024046291764370537,-0.6933738358547403,0.4171560073730112
C12661,193.12654,1.0,1955.98,0.0,1955.98,0.0,1.0,0.0,1.0,0.0,0.0,53.0,2500.0,1891.721179,203.382558,0.666667,12.0,0.006672329490207732,0.00924355576527282,0.008115550921524732,0.0054444444444444445,0.0,0.2320534223706177,0.01170937461648924,0.0016644698647416394,-1.2695886078926157,0.2939630332455013,1.2338148096278803,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,0.2825590882429944,0.9323264283965117,0.4171560073730112
C12663,443.202789,1.0,350.31,0.0,350.31,153.173663,0.25,0.0,0.166667,0.25,3.0,3.0,4500.0,398.335288,223.457783,0.0,12.0,0.013633446933234941,0.007703778805564569,0.007121714863994603,0.003888888888888889,0.0,0.048414023372287146,0.0310514156747001,0.002779661707604897,0.6126413400944242,0.4884402572048707,0.7882918871029566,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,0.35157806720679224,-0.6933738358547403,0.4171560073730112
C12664,23.39023,0.636364,291.7,0.0,291.7,0.0,0.583333,0.0,0.583333,0.0,0.0,7.0,2500.0,453.889925,153.140825,0.857143,12.0,0.0014937365450750574,0.0033890998636407293,0.00407740194424852,0.0,0.0,0.18196994991652757,0.004652336736217031,0.0012762405911990024,-1.9260199496591566,-0.553879852258038,0.7882918871029566,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.3822755393187493,1.0083676889588862,0.4171560073730112
C12665,1872.934017,1.0,382.5,310.0,72.5,0.0,0.416667,0.416667,0.083333,0.0,0.0,7.0,1950.0,463.938794,1005.849526,0.0,12.0,0.0661009575198932,0.0028956208221238484,0.0010303903830230917,0.0044444444444444444,0.0,0.03839732888146912,0.005926948238624781,0.08795977066148572,0.6126413400944242,-0.7870098359187703,-0.11167828179290762,-0.6220429093136652,-0.8885949200610787,-0.9118692662572888,-0.5914967004692989,-0.6933738358547403,0.4171560073730112
C12666,2490.787594,1.0,176.65,66.69,109.96,152.712134,1.0,0.25,0.833333,0.083333,1.0,14.0,2500.0,857.979134,746.423779,0.0,12.0,0.15046820758941115,0.0,0.0,0.0,0.020475981522077198,0.21535893155258767,0.023399499678580134,0.009514566472067679,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.511556359831731,1.299251518747625,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12667,3212.093869,1.0,2203.68,1776.68,427.0,1076.466158,1.0,1.0,0.75,0.166667,3.0,25.0,6000.0,2007.453777,908.096391,0.0,12.0,0.014516880929526778,0.029147686246025407,0.002453310435769266,0.059084000000000005,0.0,0.09181969949916528,0.02555117753392639,0.002533674224075651,0.6126413400944242,1.2119213838652076,-0.11167828179290762,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.8527556632456065,0.49233169333458976,0.4171560073730112
C12668,339.406259,1.0,14.28,0.0,14.28,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,10500.0,1263.292815,1486.059666,0.083333,12.0,0.15115829567329475,0.0,0.0,0.0,0.033169509918420347,0.0984974958263773,0.012879300927701157,0.011746788398950051,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,1.025583971163073,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12669,11077.99148,1.0,3419.92,3419.92,0.0,7837.414142,0.5,0.5,0.0,0.583333,12.0,8.0,12000.0,10934.50273,7294.953939,0.0,12.0,0.02622517220186629,0.1353378506377605,0.1510684780275384,0.021296444444444448,0.0023168857665161143,0.26544240400667785,0.08459761876889041,0.002706468630967307,0.6126413400944242,1.2119213838652076,1.4737407351201424,1.3712361530206605,0.11520472270047259,0.17439810615653153,1.3687723613458207,1.823546700384719,0.4171560073730112
C12670,899.195559,0.909091,921.94,256.1,665.84,5903.784384,0.916667,0.25,0.833333,0.333333,6.0,20.0,5000.0,6368.638423,288.469452,0.090909,12.0,0.1307062580654772,0.0,0.0,0.0,0.035394613378803716,0.0984974958263773,0.023843431549037928,0.009273381138833976,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.7219404319504388,0.6145987562142899,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12671,1154.410108,0.909091,0.0,0.0,0.0,2593.398852,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,2607.110273,471.642521,0.090909,12.0,0.002334881031291514,0.003157858031789431,0.0,0.006882666666666668,0.0,0.08180300500834727,0.003600285050119908,0.0010464398855550938,-1.9260199496591566,-0.11466552912067883,-0.9091757415789933,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,-0.08779045425098692,-0.6933738358547403,0.4171560073730112
C12672,846.223191,0.545455,437.6,437.6,0.0,4638.435613,0.083333,0.083333,0.0,0.333333,7.0,1.0,14500.0,1092.822745,203.614145,0.0,12.0,0.010579345697939406,0.04822330212112382,0.05801711184028949,0.0,0.0,0.16527545909849753,0.03713839736238875,0.0017595204248620705,0.6126413400944242,1.2119213838652076,1.7249586613950545,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.5261020931281168,1.6429259540934646,0.4171560073730112
C12673,597.44365,1.0,0.0,0.0,0.0,36.582227,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,1572.905114,160.096384,0.181818,12.0,0.1317456368914852,0.0,0.0,0.0,0.00125127409530088,0.1986644407345576,0.008953349019467045,0.004884714157656408,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,0.7219404319504388,0.17439810615653153,-1.392627811474239,-0.6933738358547403,-2.5515970747502497
C12674,4413.803457,1.0,0.0,0.0,0.0,2007.044461,0.0,0.0,0.0,0.666667,11.0,0.0,5000.0,1305.912583,1423.184018,0.0,12.0,0.0018874478535538212,0.008680133206714498,0.006322671655064553,0.0074644444444444446,0.0,0.21535893155258767,0.008667700174371218,0.0016605484022731802,-1.2695886078926157,-0.33007347183400404,-0.11167828179290762,-0.2937684586033575,-0.8885949200610787,-0.9118692662572888,-0.22015147640300226,-0.6933738358547403,0.4171560073730112
C12675,3586.05105,1.0,141.0,40.0,101.0,1072.395255,0.5,0.083333,0.416667,0.25,3.0,7.0,4350.0,3843.798591,11760.91651,0.0,12.0,0.023115239728634312,0.020089898830678982,0.013027078413934802,0.02018666666666667,0.022392119592777544,0.1986644407345576,0.0329411019814619,0.002507654787132781,0.6126413400944242,1.0384266387566279,0.7882918871029566,1.2762198144969565,1.3481079153593327,1.5057574752416951,0.7839217436848667,0.34800958736528054,0.4171560073730112
C12676,1965.755378,1.0,889.66,580.09,309.57,0.0,1.0,0.583333,1.0,0.0,0.0,34.0,2500.0,2612.998677,691.369848,0.0,12.0,0.04114607860102658,0.0035848601445730463,0.00431291974608237,0.0,0.04355112227367774,0.08180300500834727,0.032487979893680866,0.00287104027457879,-1.4608079912113734,-0.04459349970083494,1.2841979168601236,-1.01202208632022,1.5533591797970225,1.2299011223287,-0.08779045425098692,-0.6933738358547403,-2.538266042426242
C12677,19.897641,0.727273,375.23,0.0,375.23,0.0,0.916667,0.0,0.833333,0.0,0.0,11.0,6000.0,390.112154,90.478454,0.444444,12.0,0.02686371505349169,0.05991732798635878,0.04134686742923732,0.05568755555555556,0.0,0.24874791318864775,0.016413908911000585,0.0034696093300892,-1.635819008238273,0.4884402572048707,1.371073277691191,0.7824208998004298,-0.8885949200610787,-0.9118692662572888,1.686654067452392,0.9323264283965117,0.4171560073730112
C12678,2740.10065,1.0,169.19,169.19,0.0,464.040014,0.083333,0.083333,0.0,0.083333,1.0,2.0,3200.0,1108.374243,625.831281,0.0,12.0,0.3099064880195883,0.03476682197662011,0.028005765279524055,0.02504,0.0,0.26544240400667785,0.037196163749846134,0.01929673743324382,0.6126413400944242,0.2939630332455013,0.7882918871029566,0.2269740588106298,-0.8885949200610787,-0.9118692662572888,0.2825590882429944,-0.6933738358547403,0.4171560073730112
C12679,393.700868,1.0,0.0,0.0,0.0,673.644618,0.0,0.0,0.0,0.166667,3.0,0.0,1000.0,319.088414,185.010395,0.0,12.0,0.011060049074179503,0.005913591819830395,0.0,0.012888888888888889,0.0,0.08848080133555927,0.004711152561672573,0.0022425367458381042,0.6126413400944242,0.8602522053723098,-0.9091757415789933,1.1715004679381809,-0.8885949200610787,-0.9118692662572888,0.35157806720679224,-0.6933738358547403,0.4171560073730112
C12680,459.134859,1.0,223.34,0.0,223.34,0.0,0.666667,0.0,0.666667,0.0,0.0,9.0,500.0,498.401939,455.872675,0.0,12.0,0.00884693011444433,0.0,0.0,0.0,0.01838450019938133,0.03839732888146912,0.012883322580571132,0.000909883066999387,-1.973646432667966,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,1.025583971163073,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12681,4805.164203,1.0,0.0,0.0,0.0,949.587804,0.0,0.0,0.0,0.083333,2.0,0.0,8500.0,1260.875219,1622.411952,0.0,12.0,0.0596958588742212,0.017728132608014303,0.009613542273605447,0.021223111111111113,0.0,0.2320534223706177,0.03519602812067562,0.005476924094743978,0.6126413400944242,1.2119213838652076,1.7249586613950545,0.6201974792519541,-0.8885949200610787,-0.9118692662572888,0.9155739227455889,-0.6933738358547403,0.4171560073730112
C12682,6668.982024,1.0,0.0,0.0,0.0,2230.439984,0.0,0.0,0.0,0.333333,7.0,0.0,7500.0,1752.332514,2371.318646,0.0,12.0,0.03880436965113381,0.0,0.0,0.0,0.03311892875523785,0.048414023372287146,0.03901986674844485,0.0026023476929769337,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.3481079153593327,1.2299011223287,-1.392627811474239,0.49233169333458976,0.4171560073730112
C12683,1238.049848,1.0,45.65,45.65,0.0,2475.656139,0.083333,0.083333,0.0,0.416667,10.0,1.0,1500.0,2643.105215,477.494152,0.083333,12.0,0.045065096926963706,0.06188349530797272,0.05433739151767917,0.03643911111111111,0.008870430311595503,0.21535893155258767,0.10172911579283336,0.004085377673095277,-0.5948778612638775,1.2119213838652076,1.6586008614736774,1.3712361530206605,0.7219404319504388,0.6145987562142899,1.3360330486416991,1.0083676889588862,0.4171560073730112
C12684,7801.511533,1.0,231.4,231.4,0.0,4109.465221,0.1,0.1,0.0,1.1,20.0,3.0,13500.0,1593.617739,1522.496755,0.0,10.0,0.10843985073645342,0.029824894467875635,0.030975497562022752,0.008888888888888889,0.0,0.11519198664440736,0.07072390971479155,0.0069759463135314025,0.6126413400944242,0.2939630332455013,1.0471340166697143,0.4365063432174103,-0.8885949200610787,-0.9118692662572888,0.7077997970295569,0.34800958736528054,0.4171560073730112
C12685,1114.506863,1.0,602.07,0.0,602.07,0.0,1.0,0.0,0.833333,0.0,0.0,15.0,1800.0,676.487532,248.438014,0.0,12.0,0.0008429792678040568,0.0025897453831671036,0.0031157042534269677,0.0,0.0,0.14858096828046746,0.003748820026925293,0.0018500942010026256,-1.9260199496591566,-0.7870098359187703,0.4214436267658298,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,-0.5914967004692989,-0.6933738358547403,0.4171560073730112
C12686,1212.426549,1.0,265.22,265.22,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,3000.0,332.755679,441.115564,0.0,12.0,0.11887720382159526,0.0065253426977438835,0.007850593394461652,0.0,0.09568316694173513,0.33222036727879806,0.10282503991768513,0.0065815292558554835,-0.8958425849142532,0.09312199579724494,1.371073277691191,-1.01202208632022,1.835379478636514,1.5758252187771393,-0.08779045425098692,-0.6933738358547403,-2.5500835061962266
C12687,210.870503,1.0,664.05,664.05,0.0,0.0,0.2,0.2,0.0,0.0,0.0,5.0,7500.0,728.19268,140.348508,0.0,10.0,0.08023393266745207,0.0,0.0,0.0,0.061908973336355866,0.21535893155258767,0.006653006952009876,0.004421764575160197,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.3481079153593327,1.025583971163073,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12688,6493.033342,1.0,447.5,447.5,0.0,1664.47374,0.416667,0.416667,0.0,0.583333,8.0,6.0,8000.0,1907.59974,1874.457189,0.0,12.0,0.27653644625899315,0.18413864558763465,0.15567849366739242,0.119308,0.0,0.1986644407345576,0.15721034393572514,0.08595211127814802,0.6126413400944242,1.0384266387566279,0.7882918871029566,1.1715004679381809,-0.8885949200610787,-0.9118692662572888,1.0521249694328234,0.34800958736528054,0.4171560073730112
C12689,3106.036183,1.0,2128.56,1036.24,1092.32,2346.894867,0.916667,0.416667,0.75,0.416667,8.0,27.0,7200.0,5564.776852,697.464133,0.0,12.0,0.3573038561664491,0.01305129714636568,0.0055837345518108495,0.018330222222222223,0.040272189171165346,0.23539232053422374,0.03729429127942295,0.025906613843257553,0.6126413400944242,-0.11466552912067883,1.2338148096278803,0.4365063432174103,0.7219404319504388,1.025583971163073,0.8191616396262738,-0.6933738358547403,0.4171560073730112
C12690,909.560162,1.0,912.1,669.88,242.22,752.060162,0.25,0.25,0.166667,0.416667,11.0,16.0,1200.0,1476.333722,668.368282,0.083333,12.0,0.14895684385547003,0.0,0.0,0.0,0.04296017253439685,0.0984974958263773,0.010015460003208217,0.011190255336453625,0.6126413400944242,-1.28586614980189,-0.9091757415789933,-1.01202208632022,1.102197295138235,1.3555653760830293,-1.392627811474239,-0.6933738358547403,0.4171560073730112
C12691,3633.533005,1.0,383.2,383.2,0.0,49.167984,0.083333,0.083333,0.0,0.083333,1.0,2.0,11000.0,1061.683135,953.456332,0.0,12.0,0.0011199880173533747,0.010447685409965872,0.0,0.022771111111111113,0.0,0.06510851419031721,0.014121193185518821,0.0012983112118681135,-1.9260199496591566,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,0.7468667185121071,1.7272364118954535,0.4171560073730112
C12692,86.650277,0.727273,910.51,0.0,910.51,0.0,0.583333,0.0,0.5,0.0,0.0,14.0,7000.0,884.056926,126.337242,0.666667,12.0,0.013609091756773944,0.04021038520525364,0.03878634732742494,0.017374222222222225,0.00041146807958757385,0.05843071786310518,0.042799888338101465,0.002186099510939644,0.6126413400944242,0.8602522053723098,1.371073277691191,0.6201974792519541,0.11520472270047259,0.17439810615653153,0.8191616396262738,0.9323264283965117,0.4171560073730112
C12693,86.547135,0.818182,789.45,789.45,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,5.0,2500.0,1370.171713,119.649702,0.111111,12.0,0.021750425261832473,0.01620181416762015,0.019492287405317547,0.0,0.0,0.06510851419031721,0.016054098735778587,0.0019666706615162973,-0.5948778612638775,-1.0079597336155521,-0.05415389041860147,-1.01202208632022,-0.8885949200610787,-0.9118692662572888,0.2825590882429944,0.49233169333458976,-1.9808959120964678
C12694,144.513072,0.727273,758.5,0.0,758.5,0.0,0.666667,0.0,0.583333,0.0,0.0,12.0,3000.0,860.545375,192.201279,0.142857,12.0,0.007445301705560872,0.028576922676932123,0.0,0.062284444444444455,0.0,0.048414023372287146,0.05441288500094795,0.008809218683375605,-1.9260199496591566,1.2119213838652076,-0.9091757415789933,1.3712361530206605,-0.8885949200610787,-0.9118692662572888,1.4152392863822516,-0.6933738358547403,0.4171560073730112
C12695,1182.324933,1.0,0.0,0.0,0.0,258.13761,0.0,0.0,0.0,0.583333,8.0,0.0,1200.0,503.164651,326.336533,0.0,12.0,0.0016032305233617962,0.007343049704554914,0.004710356036676991,0.0074711111111111115,0.0,0.048414023372287146,0.01720162897271101,0.0023186118926945493,-1.9958554204757937,-0.33007347183400404,-0.11167828179290762,-0.014008267578856462,-0.8885949200610787,-0.9118692662572888,0.024046291764370537,1.8518223689858484,0.4171560073730112
